Gender,Age,City,Salary,cluster,distance
2.0,53,8.0,30561,0,14716.277756115736
1.0,44,8.0,61456,0,16178.725952235305
1.0,56,8.0,56645,0,11367.731132037787
2.0,56,5.0,52867,0,7589.732806929579
0.0,57,8.0,52086,0,6808.736858052037
1.0,32,6.0,37054,0,8223.286447871524
1.0,51,3.0,56416,0,11138.726487788992
1.0,42,4.0,50874,0,5596.726252894631
2.0,46,9.0,48506,0,3228.7310143171803
1.0,46,2.0,48156,0,2878.7253081754616
2.0,37,6.0,62183,0,16905.72751389984
2.0,55,5.0,34879,0,10398.279561730227
2.0,45,0.0,52896,0,7618.725755651998
1.0,37,6.0,51289,0,6011.731794763039
2.0,54,2.0,50308,0,5030.732593210993
0.0,57,1.0,47250,0,1972.7601581950637
1.0,21,2.0,24135,0,21142.28904481384
1.0,57,0.0,56712,0,11434.731323812935
1.0,65,6.0,41614,0,3663.328422494713
1.0,24,2.0,24379,0,20898.28591744577
1.0,31,9.0,43024,0,2253.329290167287
2.0,58,5.0,43005,0,2272.310831292255
2.0,31,6.0,31294,0,13983.28273079326
1.0,34,6.0,36112,0,9165.282547574392
2.0,60,0.0,43304,0,1973.3311418556725
1.0,23,4.0,27520,0,17757.289107715467
2.0,28,1.0,39256,0,6021.300558279559
2.0,33,1.0,33984,0,11293.2819688094
2.0,29,4.0,41423,0,3854.3102449659323
2.0,53,8.0,37400,0,7877.2802336200575
0.0,22,2.0,24914,0,20363.28843059096
1.0,28,5.0,41207,0,4070.312768483489
0.0,18,8.0,21320,0,23957.291163512193
2.0,44,0.0,66421,0,21143.725378921306
0.0,46,3.0,66295,0,21017.725124927867
1.0,62,6.0,54890,0,9612.739855787955
1.0,56,9.0,31038,0,14239.280110413842
2.0,48,1.0,48063,0,2785.727167052994
0.0,36,7.0,58280,0,13002.729186467048
0.0,20,1.0,26213,0,19064.29199150055
0.0,32,7.0,36179,0,9098.28577384079
1.0,36,0.0,63110,0,17832.7278367257
1.0,63,7.0,45597,0,320.23291176998276
0.0,36,8.0,46838,0,1560.762083656068
1.0,62,0.0,50864,0,5586.750428410707
1.0,47,6.0,45309,0,31.910657993947407
0.0,22,1.0,22807,0,22470.28722624065
1.0,61,8.0,32709,0,12568.285557867177
0.0,32,4.0,38189,0,7088.287773802653
0.0,34,7.0,43849,0,1428.3267396597075
2.0,58,2.0,44218,0,1059.3503907267118
0.0,55,6.0,51132,0,5854.733779241187
1.0,60,9.0,55702,0,10424.737032022753
2.0,30,3.0,35427,0,9850.287057071017
0.0,45,4.0,63541,0,18263.72515611832
2.0,25,3.0,44056,0,1221.4463547494008
1.0,52,4.0,33124,0,12153.276721618076
0.0,32,1.0,44660,0,617.4248343331589
1.0,59,9.0,47306,0,2028.7794904577227
2.0,27,2.0,30697,0,14580.286628944332
0.0,35,4.0,52528,0,7250.732742012708
2.0,27,7.0,33463,0,11814.290033911786
2.0,22,9.0,29286,0,15991.293260149978
0.0,21,2.0,27790,0,17487.292024208127
2.0,28,3.0,34441,0,10836.288984590243
1.0,37,9.0,46525,0,1247.7683251613423
2.0,56,7.0,32436,0,12841.279935401815
1.0,65,9.0,52427,0,7149.754432161037
1.0,54,8.0,39187,0,6090.283025324802
2.0,36,8.0,62794,0,17516.728403114357
1.0,46,3.0,63465,0,18187.725106578033
0.0,25,0.0,40782,0,4495.322408237287
1.0,47,6.0,46078,0,800.7324709754251
1.0,62,8.0,35877,0,9400.29085775445
1.0,37,6.0,55305,0,10027.729112586736
0.0,62,6.0,30513,0,14764.284539162454
0.0,43,5.0,51788,0,6510.725942312743
0.0,35,3.0,64235,0,18957.72799184023
2.0,50,7.0,34724,0,10553.276725977214
0.0,52,3.0,54649,0,9371.727440883085
1.0,49,0.0,68354,0,23076.725560420953
0.0,46,2.0,58051,0,12773.725177191543
0.0,23,8.0,21260,0,24017.28593167246
1.0,56,1.0,39806,0,5471.285446664142
2.0,20,5.0,22661,0,22616.289325753103
0.0,45,1.0,63479,0,18201.725229106334
2.0,65,4.0,37879,0,7398.300926326016
2.0,38,7.0,63569,0,18291.727091494668
2.0,56,0.0,57349,0,12071.730127490919
1.0,34,2.0,43917,0,1360.323300582385
2.0,19,0.0,26375,0,18902.293648611896
2.0,23,7.0,28856,0,16421.290766659484
1.0,32,3.0,35435,0,9842.28407371669
2.0,61,2.0,42577,0,2700.3201413076195
2.0,54,4.0,54759,0,9481.729086827485
1.0,55,5.0,54239,0,8961.730437944252
1.0,19,6.0,22292,0,22985.290308263757
0.0,61,7.0,55903,0,10625.73731058607
0.0,35,7.0,67587,0,22309.727926027168
0.0,54,6.0,53729,0,8451.730039102467
2.0,20,5.0,21284,0,23993.288497986523
2.0,29,1.0,38204,0,7073.294348207585
2.0,48,3.0,69427,0,24149.72525826028
1.0,51,1.0,41333,0,3944.279306106549
2.0,59,5.0,31759,0,13518.281908182107
0.0,46,2.0,48200,0,2922.725445734108
1.0,35,8.0,59322,0,14044.72988581568
1.0,29,0.0,33803,0,11474.287051225563
1.0,55,4.0,57481,0,12203.728891528399
0.0,45,3.0,47490,0,2212.72532886375
0.0,58,5.0,41160,0,4117.294688194142
0.0,49,9.0,64830,0,19552.72638219721
1.0,23,2.0,29758,0,15519.291148695384
1.0,48,5.0,57999,0,12721.725522771743
2.0,40,4.0,55694,0,10416.726626461192
2.0,44,8.0,45970,0,692.745909127111
0.0,39,7.0,65778,0,20500.72652966798
1.0,38,1.0,53956,0,8678.72850059216
2.0,60,9.0,55675,0,10397.737119629943
0.0,24,7.0,27381,0,17896.288223516767
0.0,28,1.0,38038,0,7239.296217233231
2.0,39,1.0,52475,0,7197.728318986391
0.0,44,1.0,56659,0,11381.72539017412
1.0,62,1.0,48121,0,2843.774003172633
0.0,49,1.0,57301,0,12023.72581709432
1.0,36,3.0,59150,0,13872.728306885048
1.0,60,4.0,36086,0,9191.286502840434
2.0,43,6.0,67272,0,21994.72547196926
2.0,53,3.0,49197,0,3919.732547769109
2.0,20,4.0,26227,0,19050.29194382367
0.0,47,9.0,47808,0,2530.732996656043
2.0,23,0.0,24839,0,20438.28745742837
2.0,38,3.0,53075,0,7797.728719058935
0.0,34,9.0,41683,0,3594.2983162621454
2.0,38,7.0,47408,0,2130.7422152345457
0.0,25,9.0,31344,0,13933.29123588632
0.0,43,2.0,53780,0,8502.725547385382
1.0,50,7.0,35053,0,10224.276727077013
1.0,18,5.0,26225,0,19052.294768007803
2.0,60,9.0,53320,0,8042.740639833314
0.0,52,8.0,55686,0,10408.72843637504
1.0,47,3.0,65771,0,20493.72515748709
1.0,44,9.0,50055,0,4777.729155226883
1.0,21,1.0,26383,0,18894.290803735938
1.0,30,9.0,35188,0,10089.288529585223
2.0,51,8.0,41819,0,3458.2832495312855
1.0,41,6.0,48491,0,3213.7296152838867
2.0,57,6.0,32998,0,12279.280777009486
0.0,49,8.0,45170,0,107.45708892726842
2.0,58,8.0,40101,0,5176.292736880481
1.0,46,7.0,59573,0,14295.72568498639
0.0,21,6.0,25896,0,19381.29056945231
0.0,31,3.0,42473,0,2804.3122070466125
2.0,35,0.0,53839,0,8561.73203210205
0.0,53,2.0,33349,0,11928.27737285057
2.0,26,3.0,32170,0,13107.289357749936
0.0,36,2.0,47860,0,2582.7426663531146
2.0,46,3.0,51140,0,5862.725226038663
1.0,62,9.0,44122,0,1155.4095313714045
2.0,49,0.0,59707,0,14429.725878612539
2.0,25,1.0,39125,0,6152.309245504448
1.0,19,4.0,29088,0,16189.296521069446
2.0,58,1.0,46791,0,1513.778875993403
2.0,56,6.0,43370,0,1907.3069221024134
0.0,33,0.0,31692,0,13585.280943305104
2.0,63,3.0,30860,0,14417.285642725528
0.0,28,2.0,31468,0,13809.285971990992
1.0,37,0.0,56597,0,11319.728623377021
0.0,53,9.0,48160,0,2882.7415318673898
0.0,18,3.0,21524,0,23753.290764635844
1.0,53,9.0,49560,0,4282.736063542776
0.0,44,0.0,64596,0,19318.725396323778
1.0,23,7.0,25315,0,19962.287923111227
2.0,32,9.0,44151,0,1126.37185934367
2.0,25,4.0,36311,0,8966.298319470863
0.0,47,4.0,45404,0,126.74244652602984
2.0,25,6.0,34781,0,10496.29529828717
1.0,59,4.0,43559,0,1718.3287684141128
2.0,27,9.0,36353,0,8924.29606761984
1.0,49,8.0,47775,0,2497.732764206948
2.0,63,6.0,53751,0,8473.743922771311
0.0,36,6.0,63334,0,18056.727844921163
2.0,50,9.0,59661,0,14383.727138753178
2.0,63,1.0,37954,0,7323.296303851637
2.0,35,0.0,63741,0,18463.72831312096
1.0,44,7.0,62075,0,16797.725649370146
1.0,48,4.0,50556,0,5278.725827162931
0.0,48,7.0,67456,0,22178.725635782263
1.0,33,4.0,36237,0,9040.28351819385
2.0,47,5.0,50554,0,5276.725843140235
2.0,53,8.0,34549,0,10728.278816890463
1.0,27,1.0,34405,0,10872.290706711132
2.0,42,0.0,54867,0,9589.72622596586
0.0,30,9.0,34397,0,10880.287576694773
0.0,56,7.0,46158,0,880.7982747849562
1.0,50,7.0,34781,0,10496.276679794577
1.0,65,9.0,32073,0,13204.290786350226
0.0,26,0.0,32739,0,12538.290344531359
0.0,22,0.0,27121,0,18156.29028888826
1.0,35,6.0,54042,0,8764.7318442863
1.0,44,5.0,58798,0,13520.725330724017
1.0,39,4.0,54822,0,9544.727326360016
2.0,50,8.0,45867,0,589.765457670717
1.0,35,6.0,47520,0,2242.7514642147657
1.0,18,9.0,25916,0,19361.295289411642
2.0,36,6.0,53247,0,7969.731344467474
0.0,64,3.0,38080,0,7197.298902071898
1.0,37,9.0,68622,0,23344.727407980852
2.0,55,5.0,50481,0,5203.734407789287
1.0,55,4.0,46246,0,968.7728922316879
1.0,60,0.0,49457,0,4179.751507935504
2.0,49,3.0,65207,0,19929.72544604757
0.0,27,7.0,33203,0,12074.289693391454
2.0,46,4.0,60003,0,14725.725186603302
1.0,52,9.0,33505,0,11772.278291829633
0.0,48,1.0,49439,0,4161.726440178856
2.0,40,8.0,54983,0,9705.727998906523
2.0,39,3.0,45221,0,56.65220795250341
0.0,53,8.0,42966,0,2311.2929952298437
1.0,52,5.0,40886,0,4391.280291990548
2.0,42,6.0,65322,0,20044.725654858816
2.0,47,3.0,57448,0,12170.725246866956
2.0,38,8.0,55798,0,10520.72899759634
1.0,30,7.0,37212,0,8065.290694976046
2.0,62,2.0,40968,0,4309.30697794501
0.0,33,9.0,37055,0,8222.28658921876
0.0,54,9.0,56721,0,11443.729942097478
2.0,42,4.0,66333,0,21055.725432580883
2.0,32,5.0,39738,0,5539.291686473728
0.0,44,3.0,49460,0,4182.725443629829
0.0,20,5.0,24922,0,20355.290919129722
2.0,38,8.0,55507,0,10229.729108539956
0.0,65,6.0,49766,0,4488.768867250951
1.0,48,9.0,67783,0,22505.72605920439
1.0,63,9.0,36581,0,8696.294750803861
1.0,42,6.0,60696,0,15418.725783895381
1.0,42,7.0,55295,0,10017.726509160364
0.0,60,5.0,35820,0,9457.286384835685
1.0,59,8.0,43049,0,2228.3219300392243
2.0,27,1.0,35228,0,10049.292059599005
2.0,49,9.0,54550,0,9272.727825557336
1.0,20,4.0,28044,0,17233.29370642534
2.0,26,9.0,39435,0,5842.310474050949
1.0,50,0.0,55623,0,10345.726522890338
1.0,55,2.0,37943,0,7334.281199535419
1.0,39,7.0,55678,0,10400.727880863113
2.0,24,3.0,26161,0,19116.28695194185
2.0,46,8.0,54184,0,8906.72661831853
1.0,24,6.0,26437,0,18840.287345358953
1.0,51,1.0,41960,0,3317.280138436668
1.0,47,4.0,48731,0,3453.7256150420785
1.0,18,1.0,29238,0,16039.298485211015
0.0,64,7.0,36547,0,8730.295630949746
1.0,27,0.0,39703,0,5574.306165593589
2.0,44,0.0,62879,0,17601.72543554842
1.0,59,6.0,35895,0,9382.285206447472
0.0,27,2.0,41169,0,4108.3164763470695
2.0,22,5.0,29012,0,16265.291952857091
0.0,48,0.0,45881,0,603.7383971589576
1.0,34,6.0,41914,0,3363.295736098214
2.0,39,2.0,60126,0,14848.726561994828
1.0,57,7.0,53211,0,7933.734564013879
2.0,62,8.0,36869,0,8408.292810150284
2.0,43,7.0,59367,0,14089.725934605813
2.0,59,6.0,56138,0,10860.73405302593
0.0,23,8.0,24773,0,20504.28782130374
1.0,39,6.0,67702,0,22424.72622976915
0.0,61,7.0,32266,0,13011.284876351478
0.0,52,9.0,56835,0,11557.728585368592
1.0,42,9.0,58406,0,13128.726945236705
1.0,38,7.0,67052,0,21774.72674551054
1.0,58,1.0,46361,0,1083.7996697589801
2.0,63,1.0,34560,0,10717.289526371074
0.0,49,0.0,65753,0,20475.725639310902
0.0,52,0.0,39923,0,5354.27981187815
0.0,20,8.0,23965,0,21312.29070081414
0.0,57,8.0,38279,0,6998.286344482344
0.0,22,9.0,22525,0,22752.287797247045
2.0,33,1.0,41718,0,3559.2973232683235
1.0,58,2.0,43865,0,1412.3311064039635
2.0,61,7.0,55856,0,10578.737381613828
2.0,36,2.0,57353,0,12075.728869794726
2.0,32,8.0,31211,0,14066.282270914258
1.0,65,2.0,44715,0,562.6159603631654
1.0,23,6.0,29796,0,15481.291462032083
0.0,45,3.0,60703,0,15425.725130702074
2.0,24,9.0,29539,0,15738.290704149147
0.0,58,1.0,43133,0,2144.3127843744282
1.0,63,5.0,47510,0,2232.7951333203923
1.0,24,9.0,28300,0,16977.289516271176
1.0,46,6.0,67665,0,22387.725313703508
1.0,28,1.0,36853,0,8424.293170177683
2.0,62,8.0,47814,0,2536.7844539627713
0.0,37,5.0,46204,0,926.7662252688846
1.0,19,7.0,25890,0,19387.293350894677
0.0,20,7.0,28796,0,16481.29505504545
1.0,38,0.0,64458,0,19180.726764606254
0.0,21,4.0,21392,0,23885.287442808996
0.0,36,6.0,48583,0,3305.7401045168904
1.0,40,1.0,53134,0,7856.727218347279
1.0,41,4.0,66548,0,21270.725586551413
0.0,45,4.0,66780,0,21502.725147291043
2.0,27,5.0,35816,0,9461.29315055826
1.0,33,7.0,32725,0,12552.281719058907
1.0,51,8.0,51200,0,5922.729871961805
2.0,44,9.0,65076,0,19798.726106436086
2.0,54,7.0,31451,0,13826.278193367849
1.0,61,6.0,48455,0,3177.7646863149535
1.0,29,6.0,40568,0,4709.304577517423
1.0,28,1.0,41099,0,4178.311733848352
1.0,29,9.0,40596,0,4681.307676230911
0.0,23,8.0,26547,0,18730.28904488274
0.0,57,1.0,54663,0,9385.732466757485
0.0,42,5.0,55865,0,10587.725894290663
1.0,57,8.0,56090,0,10812.732465037707
0.0,61,8.0,44105,0,1172.389487041446
1.0,33,4.0,31735,0,13542.280653984626
1.0,49,1.0,45345,0,67.84666689745998
0.0,55,3.0,33231,0,12046.278733876334
1.0,27,7.0,34239,0,11038.291044331258
0.0,32,1.0,33637,0,11640.282854217783
0.0,47,8.0,61733,0,16455.725974549274
0.0,58,0.0,54472,0,9194.734197461436
0.0,34,8.0,38499,0,6778.2864979689175
0.0,47,8.0,63284,0,18006.725899006535
2.0,34,9.0,39511,0,5766.289527712904
2.0,60,2.0,52533,0,7255.739857442708
2.0,18,9.0,29424,0,15853.2998377417
2.0,47,1.0,52242,0,6964.725628901641
2.0,36,0.0,59607,0,14329.728547425413
0.0,61,7.0,42259,0,3018.3178978601713
1.0,52,0.0,42816,0,2461.2854152835957
1.0,28,2.0,37586,0,7691.2947236997925
0.0,22,1.0,29643,0,15634.292614730064
1.0,46,0.0,67624,0,22346.72529842667
1.0,40,8.0,61399,0,16121.726807718942
2.0,55,0.0,34939,0,10338.279802358178
2.0,37,5.0,56303,0,11025.728570515534
2.0,58,1.0,30804,0,14473.280527143887
1.0,45,7.0,60819,0,15541.725633756649
2.0,62,1.0,33425,0,11852.286686217016
0.0,34,8.0,34840,0,10437.28243293818
1.0,47,5.0,58630,0,13352.725348084761
1.0,37,5.0,47813,0,2535.739966455132
2.0,30,8.0,31901,0,13376.284809421637
0.0,42,8.0,68925,0,23647.725905676893
2.0,48,5.0,49642,0,4364.726471866979
2.0,24,5.0,25707,0,19570.28678057472
1.0,33,9.0,35110,0,10167.28431309345
1.0,42,5.0,56241,0,10963.725829449375
2.0,54,3.0,44920,0,357.3791967993391
1.0,40,3.0,51778,0,6500.727371037346
1.0,54,7.0,47075,0,1797.7500800260827
1.0,36,3.0,60824,0,15546.727961315071
2.0,62,5.0,41413,0,3864.3111051268183
1.0,36,0.0,60602,0,15324.728285016588
2.0,19,2.0,21599,0,23678.28970344721
1.0,60,5.0,44357,0,920.3924473666668
0.0,43,4.0,68658,0,23380.725266111185
1.0,35,5.0,67831,0,22553.727605981538
2.0,18,3.0,27412,0,17865.296002373747
1.0,54,6.0,40450,0,4827.28346913522
2.0,61,1.0,32201,0,13076.28435470616
2.0,65,0.0,39839,0,5438.31099807108
1.0,21,0.0,20732,0,24545.287242304898
2.0,56,6.0,56548,0,11270.730516042515
1.0,65,2.0,53290,0,8012.749037706603
0.0,49,4.0,48771,0,3493.727194741351
2.0,36,0.0,45740,0,462.8319223741113
2.0,32,6.0,43912,0,1365.3448716926184
2.0,56,7.0,41241,0,4036.2909145183858
2.0,40,3.0,66232,0,20954.725830917923
0.0,32,8.0,31791,0,13486.282574654022
0.0,58,6.0,52188,0,6910.737255677723
1.0,30,4.0,43108,0,2169.330079571589
2.0,57,6.0,35385,0,9892.282194528207
2.0,34,6.0,42132,0,3145.297367236283
0.0,61,2.0,37992,0,7285.291645952359
1.0,64,9.0,46908,0,1630.8420173006512
0.0,60,5.0,35716,0,9561.286259939869
0.0,61,8.0,48084,0,2806.7729575731305
1.0,26,9.0,32623,0,12654.291278821864
2.0,58,9.0,40845,0,4432.296984604812
2.0,24,9.0,29172,0,16105.290344068006
0.0,58,4.0,43971,0,1306.336071200935
0.0,59,8.0,45140,0,138.039140605654
0.0,20,9.0,23798,0,21479.290836761546
1.0,37,1.0,58272,0,12994.727981005704
